Stock,Quantity,Side,Status
ASTS,1,buy,completed
DOMO,1,buy,completed
FYBR,1,buy,completed
GS,1,buy,completed
MS,1,buy,completed
MSFT,1,buy,completed
NIO,1,buy,completed
OSCR,1,buy,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SQ,1,buy,completed
TLRY,186,buy,completed
AMRX,185,sell,completed
AMRX,185,buy,completed
ANF,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
INSM,1,buy,completed
LUMN,1,buy,completed
MMYT,1,buy,completed
NVDA,1,buy,completed
PI,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
TLRY,185,sell,completed
AMZN,1,sell,completed
ASTS,1,sell,completed
DOMO,1,sell,completed
FYBR,1,sell,completed
GS,1,sell,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
OSCR,1,sell,completed
QCOM,1,sell,completed
SFM,1,sell,completed
SQ,1,sell,completed
TLRY,1,sell,completed
AMZN,1,buy,completed
ASTS,1,buy,completed
DOMO,1,buy,completed
FYBR,1,buy,completed
GS,1,buy,completed
MS,1,buy,completed
MSFT,1,buy,completed
NIO,1,buy,completed
OSCR,1,buy,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SQ,1,buy,completed
TLRY,186,buy,completed
CGC,185,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
AMZN,185,buy,completed
ASTS,23,sell,completed
DOMO,23,sell,completed
FYBR,23,sell,completed
GS,23,sell,completed
MS,23,sell,completed
MSFT,23,sell,completed
NIO,23,sell,completed
OSCR,23,sell,completed
QCOM,23,sell,completed
SFM,23,sell,completed
SQ,23,sell,completed
TLRY,208,sell,completed
AMRX,208,sell,completed
AMRX,1,sell,completed
ANF,59,buy,completed
ASTS,1,sell,completed
CAVA,59,buy,completed
CDE,59,buy,completed
DOMO,1,sell,completed
ERJ,59,buy,completed
FTAI,59,buy,completed
FYBR,1,sell,completed
GM,59,buy,completed
GS,1,sell,completed
INSM,59,buy,completed
LUMN,59,buy,completed
MMYT,617,sell,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
NVDA,59,buy,completed
OSCR,1,sell,completed
PI,59,buy,completed
QCOM,1,sell,completed
SFM,1,sell,completed
SNAP,59,buy,completed
SQ,1,sell,completed
TLN,59,buy,completed
TLRY,1,sell,completed
BRFS,676,buy,completed
AMRX,1,buy,completed
ANF,58,buy,completed
ASTS,1,buy,completed
BRFS,58,buy,completed
CAVA,58,buy,completed
CDE,58,buy,completed
DOMO,1,buy,completed
ERJ,58,buy,completed
FTAI,58,buy,completed
FYBR,1,buy,completed
GM,58,buy,completed
GS,1,buy,completed
INSM,58,buy,completed
LUMN,58,buy,completed
MS,1,buy,completed
MSFT,1,buy,completed
NIO,1,buy,completed
NVDA,58,buy,completed
OSCR,1,buy,completed
PI,676,sell,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SNAP,58,buy,completed
SQ,1,buy,completed
TLN,58,buy,completed
TLRY,1,buy,completed
MMYT,734,buy,completed
AMRX,208,buy,completed
ANF,45,sell,completed
ASTS,4,buy,completed
BRFS,734,sell,completed
CAVA,45,sell,completed
CDE,45,sell,completed
DOMO,4,buy,completed
ERJ,45,sell,completed
FTAI,45,sell,completed
FYBR,4,buy,completed
GM,45,sell,completed
GS,4,buy,completed
INSM,45,sell,completed
LUMN,45,sell,completed
MMYT,45,sell,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
NVDA,45,sell,completed
OSCR,4,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,45,sell,completed
SQ,4,buy,completed
TLN,45,sell,completed
TLRY,4,buy,completed
BMA,689,buy,completed
BAC,204,sell,completed
ASTS,19,buy,completed
BAC,204,buy,completed
DOMO,19,buy,completed
FYBR,19,buy,completed
GS,19,buy,completed
MS,19,buy,completed
MSFT,19,buy,completed
NIO,19,buy,completed
OSCR,19,buy,completed
QCOM,19,buy,completed
SFM,19,buy,completed
SQ,19,buy,completed
TLRY,19,buy,completed
AMZN,185,sell,completed
ANF,42,sell,completed
BMA,42,sell,completed
CAVA,42,sell,completed
CDE,42,sell,completed
ERJ,42,sell,completed
FTAI,42,sell,completed
GM,42,sell,completed
INSM,42,sell,completed
LUMN,42,sell,completed
MMYT,42,sell,completed
NVDA,689,sell,completed
SNAP,42,sell,completed
TLN,42,sell,completed
PI,647,buy,completed
AMZN,22,buy,completed
ANF,31,sell,completed
ASTS,22,buy,completed
BMA,647,sell,completed
CAVA,31,sell,completed
CDE,31,sell,completed
DOMO,22,buy,completed
ERJ,31,sell,completed
FTAI,31,sell,completed
FYBR,22,buy,completed
GM,31,sell,completed
GS,22,buy,completed
INSM,31,sell,completed
LUMN,31,sell,completed
MMYT,31,sell,completed
MS,22,buy,completed
MSFT,22,buy,completed
NIO,22,buy,completed
OSCR,22,buy,completed
PI,31,sell,completed
QCOM,22,buy,completed
SFM,22,buy,completed
SNAP,31,sell,completed
SQ,22,buy,completed
TLN,31,sell,completed
TLRY,185,buy,completed
NVDA,616,buy,completed
AAPL,163,sell,completed
AAPL,16,sell,completed
AMZN,163,buy,completed
ANF,30,buy,completed
ASTS,16,sell,completed
CAVA,30,buy,completed
CDE,30,buy,completed
DOMO,16,sell,completed
ERJ,30,buy,completed
FTAI,30,buy,completed
FYBR,16,sell,completed
GM,30,buy,completed
GS,16,sell,completed
INSM,30,buy,completed
LUMN,30,buy,completed
MMYT,30,buy,completed
MS,16,sell,completed
MSFT,16,sell,completed
NIO,16,sell,completed
NVDA,616,sell,completed
OSCR,163,buy,completed
PI,30,buy,completed
QCOM,16,sell,completed
SFM,16,sell,completed
SNAP,30,buy,completed
SQ,16,sell,completed
TLN,30,buy,completed
BMA,646,buy,completed
TLRY,179,sell,completed
BAC,179,sell,completed
AAPL,2,buy,completed
ANF,30,sell,completed
ASTS,2,buy,completed
BAC,2,buy,completed
BMA,646,sell,completed
CAVA,30,sell,completed
CDE,30,sell,completed
DOMO,2,buy,completed
ERJ,30,sell,completed
FTAI,30,sell,completed
FYBR,2,buy,completed
GM,30,sell,completed
GS,2,buy,completed
INSM,30,sell,completed
LUMN,30,sell,completed
MMYT,30,sell,completed
MS,2,buy,completed
MSFT,2,buy,completed
NIO,2,buy,completed
PI,30,sell,completed
QCOM,2,buy,completed
SFM,2,buy,completed
SNAP,30,sell,completed
SQ,2,buy,completed
TLN,30,sell,completed
TLRY,179,buy,completed
NVDA,616,buy,completed
OSCR,177,sell,completed
AAPL,177,buy,completed
ANF,1,sell,completed
ASTS,27,sell,completed
BAC,27,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
DOMO,27,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,27,sell,completed
GM,1,sell,completed
GS,27,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MMYT,1,sell,completed
MS,27,sell,completed
MSFT,27,sell,completed
NIO,27,sell,completed
NVDA,1,sell,completed
OSCR,27,sell,completed
PI,1,sell,completed
QCOM,27,sell,completed
SFM,27,sell,completed
SNAP,1,sell,completed
SQ,27,sell,completed
TLN,1,sell,completed
TLRY,204,sell,completed
ASTS,23,buy,completed
BAC,204,buy,completed
DOMO,23,buy,completed
FYBR,23,buy,completed
GS,23,buy,completed
MS,23,buy,completed
MSFT,23,buy,completed
NIO,23,buy,completed
OSCR,23,buy,completed
QCOM,23,buy,completed
SFM,23,buy,completed
SQ,23,buy,completed
TLRY,23,buy,completed
AAPL,181,sell,completed
ANF,21,buy,completed
CAVA,21,buy,completed
CDE,21,buy,completed
ERJ,21,buy,completed
FTAI,21,buy,completed
GM,21,buy,completed
INSM,21,buy,completed
LUMN,21,buy,completed
MMYT,615,sell,completed
NVDA,21,buy,completed
PI,21,buy,completed
SNAP,21,buy,completed
TLN,21,buy,completed
BMA,636,buy,completed
AAPL,181,buy,completed
ANF,17,sell,completed
ASTS,22,sell,completed
BMA,17,sell,completed
CAVA,17,sell,completed
CDE,17,sell,completed
DOMO,22,sell,completed
ERJ,17,sell,completed
FTAI,17,sell,completed
FYBR,22,sell,completed
GM,17,sell,completed
GS,22,sell,completed
INSM,636,sell,completed
LUMN,17,sell,completed
MS,22,sell,completed
MSFT,22,sell,completed
NIO,22,sell,completed
NVDA,17,sell,completed
OSCR,22,sell,completed
PI,17,sell,completed
QCOM,22,sell,completed
SFM,22,sell,completed
SNAP,17,sell,completed
SQ,22,sell,completed
TLN,17,sell,completed
TLRY,22,sell,completed
MMYT,619,buy,completed
BAC,203,sell,completed
ANF,36,buy,completed
BMA,619,sell,completed
CAVA,36,buy,completed
CDE,36,buy,completed
ERJ,36,buy,completed
FTAI,36,buy,completed
GM,36,buy,completed
LUMN,36,buy,completed
MMYT,36,buy,completed
NVDA,36,buy,completed
PI,36,buy,completed
SNAP,36,buy,completed
TLN,36,buy,completed
BRFS,655,buy,completed
ANF,75,sell,completed
ASTS,96,sell,completed
BAC,96,sell,completed
BRFS,655,sell,completed
CAVA,75,sell,completed
CDE,75,sell,completed
DOMO,96,sell,completed
ERJ,75,sell,completed
FTAI,75,sell,completed
FYBR,96,sell,completed
GM,75,sell,completed
GS,203,buy,completed
LUMN,75,sell,completed
MMYT,75,sell,completed
MS,96,sell,completed
MSFT,96,sell,completed
NIO,96,sell,completed
NVDA,75,sell,completed
OSCR,96,sell,completed
PI,75,sell,completed
QCOM,96,sell,completed
SFM,96,sell,completed
SNAP,75,sell,completed
SQ,96,sell,completed
TLN,75,sell,completed
TLRY,96,sell,completed
CVNA,580,buy,completed
CGC,299,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,299,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,299,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,95,sell,completed
BAC,95,sell,completed
DOMO,95,sell,completed
FYBR,95,sell,completed
MS,95,sell,completed
MSFT,299,buy,completed
NIO,95,sell,completed
OSCR,95,sell,completed
QCOM,95,sell,completed
SFM,95,sell,completed
SQ,95,sell,completed
TLRY,95,sell,completed
CGC,394,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,394,sell,completed
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,103,buy,completed
CAVA,103,buy,completed
CDE,103,buy,completed
CVNA,103,buy,completed
ERJ,103,buy,completed
FTAI,103,buy,completed
GM,103,buy,completed
LUMN,103,buy,completed
MMYT,103,buy,completed
NVDA,103,buy,completed
PI,580,sell,completed
SNAP,103,buy,completed
TLN,103,buy,completed
BRFS,683,buy,completed
CGC,394,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMZN,1,buy,completed
ANF,51,sell,completed
ASTS,1,buy,completed
BAC,1,buy,completed
BRFS,51,sell,completed
CAVA,51,sell,completed
CDE,51,sell,completed
CVNA,51,sell,completed
DOMO,1,buy,completed
ERJ,51,sell,completed
FTAI,51,sell,completed
FYBR,1,buy,completed
GM,51,sell,completed
LUMN,51,sell,completed
MMYT,683,sell,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,51,sell,completed
OSCR,1,buy,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SNAP,51,sell,completed
SQ,1,buy,completed
TLN,51,sell,completed
TLRY,1,buy,completed
PI,632,buy,completed
CGC,393,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMZN,393,buy,completed
ANF,1,sell,completed
ASTS,108,buy,completed
BAC,108,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CVNA,1,sell,completed
DOMO,108,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,108,buy,completed
GM,1,sell,completed
LUMN,1,sell,completed
MS,108,buy,completed
NIO,108,buy,completed
NVDA,1,sell,completed
OSCR,108,buy,completed
PI,1,sell,completed
QCOM,108,buy,completed
SFM,108,buy,completed
SNAP,1,sell,completed
SQ,108,buy,completed
TLN,1,sell,completed
TLRY,108,buy,completed
CGC,285,sell,"failed: asset ""CGC"" cannot be sold short"
GS,285,sell,completed
GS,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,108,sell,completed
ASTS,1,buy,completed
BAC,1,buy,completed
BRFS,631,sell,completed
CAVA,108,sell,completed
CDE,108,sell,completed
CVNA,108,sell,completed
DOMO,1,buy,completed
ERJ,108,sell,completed
FTAI,108,sell,completed
FYBR,1,buy,completed
GM,108,sell,completed
GS,1,buy,completed
LUMN,108,sell,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,108,sell,completed
OSCR,1,buy,completed
PI,108,sell,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SNAP,108,sell,completed
SQ,1,buy,completed
TLN,108,sell,completed
TLRY,1,buy,completed
TSLA,523,buy,completed
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,22,buy,completed
ASTS,14,sell,completed
BAC,14,sell,completed
CAVA,22,buy,completed
CDE,22,buy,completed
CVNA,22,buy,completed
DOMO,14,sell,completed
ERJ,22,buy,completed
FTAI,22,buy,completed
FYBR,14,sell,completed
GM,22,buy,completed
GS,284,buy,completed
LUMN,22,buy,completed
MS,14,sell,completed
NIO,14,sell,completed
NVDA,22,buy,completed
OSCR,14,sell,completed
PI,523,sell,completed
QCOM,14,sell,completed
SFM,14,sell,completed
SNAP,22,buy,completed
SQ,14,sell,completed
TLN,22,buy,completed
TLRY,14,sell,completed
TSLA,22,buy,completed
MSTR,545,buy,completed
CGC,298,sell,"failed: asset ""CGC"" cannot be sold short"
MSFT,298,sell,completed
MSFT,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,298,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,298,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,14,buy,completed
BAC,14,buy,completed
DOMO,14,buy,completed
FYBR,14,buy,completed
MS,14,buy,completed
MSFT,298,buy,completed
NIO,14,buy,completed
OSCR,14,buy,completed
QCOM,14,buy,completed
SFM,14,buy,completed
SQ,14,buy,completed
TLRY,14,buy,completed
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
GS,284,sell,completed
GS,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,1,sell,completed
BAC,1,sell,completed
DOMO,1,sell,completed
FYBR,1,sell,completed
GS,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
OSCR,1,sell,completed
QCOM,1,sell,completed
SFM,1,sell,completed
SQ,1,sell,completed
TLRY,1,sell,completed
CGC,285,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,14,sell,completed
BAC,14,sell,completed
DOMO,14,sell,completed
FYBR,14,sell,completed
GS,285,buy,completed
MS,14,sell,completed
NIO,14,sell,completed
OSCR,14,sell,completed
QCOM,14,sell,completed
SFM,14,sell,completed
SQ,14,sell,completed
TLRY,14,sell,completed
CGC,299,sell,"failed: asset ""CGC"" cannot be sold short"
MSFT,299,sell,completed
MSFT,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,15,buy,completed
BAC,15,buy,completed
DOMO,15,buy,completed
FYBR,15,buy,completed
MS,15,buy,completed
MSFT,299,buy,completed
NIO,15,buy,completed
OSCR,15,buy,completed
QCOM,15,buy,completed
SFM,15,buy,completed
SQ,15,buy,completed
TLRY,15,buy,completed
CGC,284,sell,"failed: asset ""CGC"" cannot be sold short"
GS,284,sell,completed
GS,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,1,sell,completed
ASTS,14,sell,completed
BAC,14,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CVNA,1,sell,completed
DOMO,14,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,14,sell,completed
GM,1,sell,completed
GS,284,buy,completed
LUMN,1,sell,completed
MS,14,sell,completed
MSTR,1,sell,completed
NIO,14,sell,completed
NVDA,1,sell,completed
OSCR,14,sell,completed
QCOM,14,sell,completed
SFM,14,sell,completed
SNAP,1,sell,completed
SQ,14,sell,completed
TLN,1,sell,completed
TLRY,14,sell,completed
TSLA,1,sell,completed
CGC,298,sell,"failed: asset ""CGC"" cannot be sold short"
MSFT,298,sell,completed
MSFT,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,19,buy,completed
BAC,19,buy,completed
DOMO,19,buy,completed
FYBR,19,buy,completed
MS,19,buy,completed
MSFT,19,buy,completed
NIO,19,buy,completed
OSCR,19,buy,completed
QCOM,19,buy,completed
SFM,19,buy,completed
SQ,19,buy,completed
TLRY,19,buy,completed
OKTA,279,sell,completed
ANF,36,buy,completed
ASTS,183,sell,completed
BAC,183,sell,completed
CAVA,36,buy,completed
CDE,36,buy,completed
CVNA,544,sell,completed
DOMO,183,sell,completed
ERJ,36,buy,completed
FTAI,36,buy,completed
FYBR,183,sell,completed
GM,36,buy,completed
LUMN,36,buy,completed
MS,183,sell,completed
MSFT,279,buy,completed
MSTR,544,sell,completed
NIO,183,sell,completed
NVDA,36,buy,completed
OKTA,183,sell,completed
OSCR,183,sell,completed
QCOM,183,sell,completed
SFM,183,sell,completed
SNAP,36,buy,completed
SQ,183,sell,completed
TLN,36,buy,completed
TLRY,183,sell,completed
TSLA,36,buy,completed
PI,580,buy,completed
CORZ,580,buy,completed
CGC,462,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,1,sell,completed
ASTS,1,buy,completed
BAC,1,buy,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,1,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,1,buy,completed
GM,1,sell,completed
LUMN,1,sell,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,1,sell,completed
OKTA,1,buy,completed
OSCR,1,buy,completed
PI,1,sell,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SNAP,1,sell,completed
SQ,1,buy,completed
TLN,1,sell,completed
TLRY,1,buy,completed
TSLA,1,sell,completed
CGC,461,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,23,buy,completed
CAVA,23,buy,completed
CDE,23,buy,completed
CORZ,23,buy,completed
ERJ,23,buy,completed
FTAI,23,buy,completed
GM,23,buy,completed
LUMN,23,buy,completed
NVDA,23,buy,completed
PI,579,sell,completed
SNAP,23,buy,completed
TLN,23,buy,completed
TSLA,23,buy,completed
CVNA,602,buy,completed
